1参数位置和名称,2分类1,3分类2,4参数中文名称,5参数释义,6功能分类1,7功能分类2,8功能说明
/device/scrubber/mist_spray_work_min_speed,,,喷雾工作最小线速度,触发喷雾电机工作的最小线速度,设备控制-雾化器,,https://gaussian.yuque.com/od6ghz/no74yv/ogd6mt?singleDoc# 《消杀功能设计文档（40/50）》
/device/scrubber/enable_squeegee_motor,,,使能吸风电机,吸风开关,设备控制-吸风电机,,
/device/scrubber/fan_level,,,吸风等级,0,设备控制-吸风电机,,
/device/scrubber/fan_level_during_tasks,,,子任务间固定吸风占空比,,设备控制-吸风电机,,
/device/scrubber/fan_level_setting,,,吸风等级设置,吸风等级设置,设备控制-吸风电机,,
/device/scrubber/fix_fan_level,,,原地转向时最大吸风等级,,设备控制-吸风电机,,
/device/scrubber/squeegee_motor_running_time,,,吸风完全开启时间,吸风开启到最大需要的时间，单位：秒,设备控制-吸风电机,,
/device/scrubber/squeegee_down_check_continuous_time,,,吸水扒监测，持续对比时间，单位：秒,,设备控制-吸水扒,吸水扒监测,
/device/scrubber/squeegee_down_check_wait_device_time,,,吸水扒监测时，需要等待设备时间，单位：秒,,设备控制-吸水扒,吸水扒监测,
/device/scrubber/enable_squeegee_down_check,,,使能吸水扒监测,,设备控制-吸水扒,,
/device/scrubber/enable_squeegee_lift_motor,Device,scrubber,使能喷水电机,"true:可开启 
false:不可开启",设备控制-吸水扒升降电机,吸水扒升降电机使能,
/device/scrubber/squeegee_down_full_time,,,NUll,,设备控制-吸水扒升降电机,吸水扒升降电机升降时间控制,
/device/scrubber/squeegee_down_time,,,吸水扒到位时间,吸水扒放到位需要的时间，单位：秒,设备控制-吸水扒升降电机,吸水扒升降电机升降时间控制,
/device/scrubber/squeegee_up_half_time,,,吸水扒半抬时间,,设备控制-吸水扒升降电机,吸水扒升降电机升降时间控制,
/device/scrubber/squeegee_lift_motor_overload_current_threshold,,,吸水扒升降电机过载电流阈值,,设备控制-吸水扒升降电机,吸水扒升降电机过流检测,
/device/scrubber/squeegee_lift_motor_overload_time_threshold,,,吸水扒升降电机过载时间阈值,,设备控制-吸水扒升降电机,吸水扒升降电机过流检测,
/device/scrubber/backward_half_uplift_squeegee,,,后退抬吸水扒功能开关,,设备控制-吸水扒升降电机,设备控制-后退抬吸水扒,
/device/scrubber/backward_liftup_device_speed,,,触发抬设备的后退速度,触发抬设备的后退速度,设备控制-吸水扒升降电机,设备控制-后退抬吸水扒,
/device/scrubber/aromatherapy_concentration_level_setting,,,香薰浓度配置时间（喷雾时长&消散时长）,香薰浓度配置（单位：秒）,设备控制-香薰,,
/device/motor_driver/turn_motor_current_limit_max,,,转向电机过载电流,,设备控制-转向电机,转向电机过载检测,功能说明：https://gaussian.yuque.com/rh21ns/cig8as/gpdrxf?singleDoc# 《75-转向电机电流参数修改》
/device/motor_driver/turn_motor_current_limit_min,,,转向电机过载电流,,设备控制-转向电机,转向电机过载检测,功能说明：https://gaussian.yuque.com/rh21ns/cig8as/gpdrxf?singleDoc# 《75-转向电机电流参数修改》
/device/motor_driver/turn_motor_error_count_threshold,,,NUll,,设备控制-转向电机,转向电机过载检测,功能说明：https://gaussian.yuque.com/rh21ns/cig8as/gpdrxf?singleDoc# 《75-转向电机电流参数修改》
/device/scrubber/steering_overload_clear_duration,,,转向电机过载状态清理时间,转向电机过载状态清理时间,设备控制-转向电机,转向电机过载检测,
/device/scrubber/steering_overload_recovery_duration,,,转向电机过载状态恢复时间,转向电机过载状态恢复时间,设备控制-转向电机,转向电机过载检测,
/device/scrubber/steering_overload_wait_duration,,,转向电机过载状态等待时间,转向电机过载状态等待时间,设备控制-转向电机,转向电机过载检测,
/device/scrubber/stop_fan_curve_radius,,,停止吸风的最小曲率半径,停止吸风的最小曲率半径,设备控制-转向电机,转向电机过载检测,
/device/mcu/emergency_type,,,急停开关类型,"0：非自恢复急停硬件
1：为自恢复急停硬件",设备其它-急停,急停自恢复,自恢复急停在第一次按下急停时，机器人立即停止。第二次按下急停后，急停解除，切换为手动模式。 https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# 《急停自恢复》
/strategy/console/emergency_auto_resume_enabled,,,急停自恢复功能开关,,设备其它-急停,急停自恢复,自恢复急停在第一次按下急停时，机器人立即停止。第二次按下急停后，急停解除，切换为手动模式。 https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# 《急停自恢复》
/strategy/console/emergency_auto_resume_global_enabled,,,AIO1.2急停自恢复全局支持,,设备其它-急停,急停自恢复,自恢复急停在第一次按下急停时，机器人立即停止。第二次按下急停后，急停解除，切换为手动模式。 https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# 《急停自恢复》
/strategy/console/emergency_auto_resume_method,,,急停自恢复恢复策略,,设备其它-急停,急停自恢复,自恢复急停在第一次按下急停时，机器人立即停止。第二次按下急停后，急停解除，切换为手动模式。 https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# 《急停自恢复》
/strategy/console/emergency_auto_resume_wait_duration,,,急停自恢复倒计时时间,,设备其它-急停,急停自恢复,自恢复急停在第一次按下急停时，机器人立即停止。第二次按下急停后，急停解除，切换为手动模式。 https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# 《急停自恢复》
/device/scrubber/elec_brake_usage_alarm_value,,,刹车寿命预警值,,设备其它-刹车片,刹车寿命预警,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/hdf4l5q9aroqv6i4?singleDoc# 《75 电磁刹车失效检测及告警》
/device/scrubber/elec_brake_usage_alert,,,刹车片总寿命,,设备其它-刹车片,刹车寿命预警,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/hdf4l5q9aroqv6i4?singleDoc# 《75 电磁刹车失效检测及告警》
/device/scrubber/reset_elec_brake_usage,,,重置刹车寿命,,设备其它-刹车片,刹车寿命预警,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/hdf4l5q9aroqv6i4?singleDoc# 《75 电磁刹车失效检测及告警》
/strategy/chassis/device_lifespan_monitor/elec_braker/braker_wear,,,,,设备其它-刹车片,刹车,
/strategy/chassis/device_lifespan_monitor/elec_braker/speed_level,,,,,设备其它-刹车片,刹车,
/device/scrubber/brush_usage_alert,,,刷盘使用寿命,刷盘使用寿命,设备寿命,刷盘使用寿命,
/device/scrubber/dust_push_usage_alert,,,尘推布使用寿命,尘推布使用寿命,设备寿命,设备寿命,
/device/scrubber/ordinary_dust_push_usage_alert,,,普通尘推使用寿命,普通尘推使用寿命,设备寿命,设备寿命,
/device/scrubber/rolling_brush_usage_alert,,,滚刷使用寿命,滚刷使用寿命,设备寿命,设备寿命,
/device/scrubber/suction_blade_usage_alert,,,吸水扒使用寿命,吸水扒使用寿命,设备寿命,设备寿命,
/device/track_motor/mileage_alert,,,不再使用,,设备寿命,设备寿命,
/device/scrubber/filter_usage_alert,,,滤芯使用寿命,滤芯使用寿命,设备寿命,滤芯使用寿命,
/device/scrubber/front_rolling_brush_usage_alert,,,前滚刷使用寿命,,设备寿命,滚刷寿命检测,功能描述：https://gaussian.yuque.com/od6ghz/no74yv/ec807m?singleDoc# 《S线-滚刷类型、寿命、在位检测需求》
/device/scrubber/rear_rolling_brush_usage_alert,,,后滚刷使用寿命,,设备寿命,滚刷寿命检测,
/device/motor_driver/downhill_angle_limit,,,下坡转角限制,,手动操作,手动驾驶坡道模式,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/tzbupw
/device/motor_driver/uphill_angle_limit,,,上坡转角限制,,手动操作,手动驾驶坡道模式,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/tzbupw
/strategy/chassis/enable_labor_saving,,,使能助力模式功能（软件）,助力模式开关,手动模式,助力功能开关（软件）,
/labor_saving/environment,,,地面环境,,手动模式,助力把手功能,https://gaussian.yuque.com/huofeng-private-group-1780/cowork/ddrbvq
/device/mcu/backward_dec,,,手动模式下的后退减速度，1..500,,手动模式,手动模式加减速度,
/device/mcu/forward_dec,,,手动模式下的前向减速度，1..500,,手动模式,手动模式加减速度,
/device/scrubber/delay_change_auto_time,,,手动清洗模式下，直接放下把手触发余水处理后，待余水处理完成，需要延迟10s切自动,,手动模式,手动模式,
/device/scrubber/enable_super_strong_wash,,,手动模式 清洗-超强 档位 开关,,手动模式,手动模式,
/device/scrubber/handle_up_switch_manual_without_login,,,拉起把手是否跳过锁屏直接切换手动,,手动模式,手动模式,功能说明：https://gaussian.yuque.com/od6ghz/no74yv/mtggrlpp963nelwz?singleDoc# 《AIO 手动模式》
/device/scrubber/no_change_device_status,,,设备状态开关,true：切换手自动时不改变设备状态,手动作业,,
/strategy/elevator_controller/operate_door_interval,,,控门时间间隔，计算方法为(n+1)*500毫秒,,梯控,梯控-开门/关门,
/strategy/elevator_controller/wait_door_opened_seconds,,,在激进进梯/出梯策略下，不会检查门状态，因此会稍微停顿的时间，单位秒,,梯控,梯控-开门/关门,
/strategy/elevator_controller/open_door_timeout,,,打开电梯门超时时间,,梯控,梯控-开门,
/strategy/elevator_controller/wait_for_getin_seconds,,,等待开门信号的等待时间，单位秒,,梯控,梯控-开门,
/strategy/elevator_base/take_elevator_velocity,,,进出梯的最高速度,频繁卡梯口的情况下可以改大一点，建议不要超过0.6，会增大碰撞风险；,梯控,梯控-进梯/出梯,
/strategy/elevator_base/get_in_parking_dis,,,进梯停障距离,,梯控,梯控-进梯,
/strategy/elevator_base/get_in_parking_in_place_time,,,进梯重试规划时长,第一次进梯失败退回到梯外后，允许原地停车规划进梯路径的时间，即允许该时间内原地不动不断尝试进梯规划的最大时间；,梯控,梯控-进梯,
/strategy/elevator_base/get_in_stuck_time,,,进梯的连续停车超时时间,即持续停车超该时间后则放弃此次进梯，退到后退点，若为第一次进梯尝试则会在退回梯外后再次尝试进梯；,梯控,梯控-进梯,
/strategy/elevator_base/get_in_timeout,,,进梯超时时间,即这个时间到后会放弃进梯，退回梯外；,梯控,梯控-进梯,
/strategy/elevator_base/get_in_waiting_time,,,这个参数在汉庭3.2版后就无效了，不用管,,梯控,梯控-进梯,
/strategy/elevator_base/quit_in_waiting_time,,,放弃进梯（退回梯外）连续停车超时时间,即在后退时遇到障碍物连续停车该时间后，会放弃退回梯外动作,梯控,梯控-进梯,
/strategy/elevator_base/rotation_radius,,,进梯失败后绕远的距离,具体计算为进梯点为圆心的圆弧上，上述参数为圆弧半径；,梯控,梯控-进梯,
/strategy/elevator_base/try_get_in_limit_times,,,单次电梯开门后的进梯尝试次数,,梯控,梯控-进梯,
/strategy/elevator_controller/limit_times_enter_failed,,,如果达到多少次进梯失败，就会报一次告警,,梯控,梯控-进梯,
/strategy/elevator_controller/retry_enter_elevator_num,,,进梯重试次数,,梯控,梯控-进梯,
/strategy/elevator_controller/waiting_status_time,,,进梯失败绕远超时时长,,梯控,梯控-进梯,
/strategy/elevator_entry_pose_node/entry_pose_distance,,,NUll,,梯控,梯控-进梯,
/strategy/elevator_controller/control_elevator_way,,,呼梯控制策略,"1：机器人随时呼梯，电梯到达优先进梯
2：机器人随时呼梯，电梯方向跟机器人方向一致才进梯",梯控,梯控-呼梯,
/strategy/elevator_controller/elevator_floor_duration,,,呼梯过程中，检测到电梯长时间未发生楼层移动，就会报一次告警,,梯控,梯控-呼梯,
/strategy/elevator_controller/order_switch_seconds,,,在4G+Lora模式下，超过该时长没有预约成功，则切换成lora,,梯控,梯控-呼梯,
/strategy/elevator_controller/order_waiting_timeout,,,预约超时时长,,梯控,梯控-呼梯,
/strategy/elevator_controller/wait_timeout_times_avoidance,,,超时多少次，前往避让点,默认3，范围1-6,梯控,梯控-呼梯,
/strategy/elevator_base/waiting_zone_dis_to_entry,,,最佳候梯位置距离进梯点,（地图上显示的elevator waiting pose）的后移距离（默认0.5），在某些现场需要候梯位置远离梯口的，可以增大这个参数；,梯控,梯控-候梯,
/strategy/elevator_controller/waiting_elevator_timeout,,,候梯超时时长,,梯控,梯控-候梯,
/strategy/elevator_controller/close_door_timeout,,,关闭电梯门超时时间,,梯控,梯控-关门,
/strategy/elevator_controller/close_door_timeout_while_retry,,,已经弃用,,梯控,梯控-关门,
/strategy/elevator_controller/send_close_door,,,发送关门指令,1:表示发送，0:表示不发送,梯控,梯控-关门,
/strategy/elevator_base/cut_off_dis,,,出梯路径终点距离进梯点的距离,,梯控,梯控-出梯,
/strategy/elevator_base/get_out_parking_dis,,,出梯停障距离,,梯控,梯控-出梯,
/strategy/elevator_base/get_out_timeout,,,出梯超时时间,即这个时间到后会放弃出梯，退回梯内；,梯控,梯控-出梯,
/strategy/elevator_base/get_out_waiting_time,,,出梯的连续停车超时时间,即持续停车超该时间后则放弃出梯，退回梯内；,梯控,梯控-出梯,
/strategy/elevator_controller/retry_out_elevator_num,,,重试出梯次数,,梯控,梯控-出梯,
/strategy/elevator_controller/take_elevator_timeout,,,乘梯超时时间,,梯控,梯控-乘梯,
/strategy/elevator_controller/elevator_strategy,,,新增策略robust,字符串 策略为positive、balance、negative、robust,梯控,梯控,
/strategy/elevator_controller/take_elevator_retry_times,,,梯控重试次数，单位次，除了进梯出梯之外，其他的重试次数,,梯控,梯控,
/strategy/elevator_controller/elevator_communication_interval,,,呼梯时间间隔，计算方法为(n+1)*500毫秒,,梯控,呼梯时间间隔,注：不能将些参数设置太短，如果设置太短会导致连续按键的效果，导致取消了对应楼层的按钮，再次呼梯，电梯门会再将打开；（重复会导致电梯门无法关闭；）
/strategy/console/elevator_behavior_mode,,,机器人根据该参数判断按照原有梯控流程还是支持候梯超时处理策略优化 整型,"0:默认乘梯流程
1:支持候梯超时处理策略优化",梯控,,
/device/network/disable_upper_wifi_module,,,不启用上位机WIFI开关,"打开：不启用上位机WIFI； 
关闭：启用上位机WIFI；",无线通讯类,WIFI,"功能描述：机器人下位机或上位机安装有wifi模块，此参数可以决定是启用上位机WIFI,还是启用下位机WIFI；"
/device/network/max_hardreset_cnt,,,NUll,,无线通讯类,WIFI,
/device/network/recovery_usb_outer_wifi_on,,,NUll,,无线通讯类,WIFI,
/device/network/reset_apn_for_kpn_on,,,NUll,,无线通讯类,WIFI,
/device/network/speed_monitor_interval,,,NUll,,无线通讯类,WIFI,
/device/network/speed_sample_item_cnt,,,NUll,,无线通讯类,WIFI,
/device/network/speed_sample_total_kbytes,,,NUll,,无线通讯类,WIFI,
/device/network/wifi_search_ap_list_fast_http_interval,,,NUll,,无线通讯类,WIFI,
/device/network/wifi_search_ap_list_fast_interval,,,NUll,,无线通讯类,WIFI,
/device/network/wifi_search_ap_list_interval,,,wifi列表更新频率,wifi列表更新频率,无线通讯类,WIFI,
/device/network/wifi_switch,Device,network,WIFI联网功能开关,wifi网络开关,无线通讯类,WIFI,
